,city,latitude,longitude,province,unnamed: 4,unnamed: 5,year,violations,incidents,rates,matched_geo_name,total_population,total_private_dwellings,population_density,pct_0_14,pct_15_64,pct_65_plus,avg_age,median_age,median_income,avg_income,low_income_households,total_visible_minority,not_visible_minority,no_diploma,highschool,post_secondary
4326,Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2022,Total property crime violations [200],,,"Truro, Town (T)",12261.0,6658.0,345.3,1660.0,7855.0,3435.0,46.2,47.6,30000.0,93400.0,12420.0,1285.0,11135.0,2000.0,3320.0,5450.0
4327,Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2022,Total other Criminal Code violations [300],,,"Truro, Town (T)",12261.0,6658.0,345.3,1660.0,7855.0,3435.0,46.2,47.6,30000.0,93400.0,12420.0,1285.0,11135.0,2000.0,3320.0,5450.0
4328,Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2022,"Total, all Criminal Code violations (excluding traffic) [50]",,,"Mahone Bay, Town (T)",1036.0,599.0,341.4,115.0,515.0,435.0,54.2,60.0,34000.0,103000.0,1010.0,20.0,990.0,95.0,245.0,545.0
4329,Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2022,Total violent Criminal Code violations [100],,,"Mahone Bay, Town (T)",1036.0,599.0,341.4,115.0,515.0,435.0,54.2,60.0,34000.0,103000.0,1010.0,20.0,990.0,95.0,245.0,545.0
4330,Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2022,Total property crime violations [200],,,"Mahone Bay, Town (T)",1036.0,599.0,341.4,115.0,515.0,435.0,54.2,60.0,34000.0,103000.0,1010.0,20.0,990.0,95.0,245.0,545.0
4331,Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2022,Total other Criminal Code violations [300],,,"Mahone Bay, Town (T)",1036.0,599.0,341.4,115.0,515.0,435.0,54.2,60.0,34000.0,103000.0,1010.0,20.0,990.0,95.0,245.0,545.0
4332,Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2022,"Total, all Criminal Code violations (excluding traffic) [50]",,,"Halifax, Regional municipality (RGM)",403131.0,200473.0,80.3,65025.0,298640.0,76150.0,41.3,40.4,37200.0,121700.0,435290.0,72940.0,362350.0,44735.0,93630.0,231985.0
4333,Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2022,Total violent Criminal Code violations [100],,,"Halifax, Regional municipality (RGM)",403131.0,200473.0,80.3,65025.0,298640.0,76150.0,41.3,40.4,37200.0,121700.0,435290.0,72940.0,362350.0,44735.0,93630.0,231985.0
4334,Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2022,Total property crime violations [200],,,"Halifax, Regional municipality (RGM)",403131.0,200473.0,80.3,65025.0,298640.0,76150.0,41.3,40.4,37200.0,121700.0,435290.0,72940.0,362350.0,44735.0,93630.0,231985.0
4335,Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2022,Total other Criminal Code violations [300],,,"Halifax, Regional municipality (RGM)",403131.0,200473.0,80.3,65025.0,298640.0,76150.0,41.3,40.4,37200.0,121700.0,435290.0,72940.0,362350.0,44735.0,93630.0,231985.0
4336,Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2022,"Total, all Criminal Code violations (excluding traffic) [50]",,,"East Hants, Municipal district (MD)",22453.0,10046.0,12.8,3715.0,14970.0,4210.0,42.5,44.4,40000.0,110000.0,22855.0,585.0,22275.0,3365.0,5660.0,10110.0
4337,Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2022,Total violent Criminal Code violations [100],,,"East Hants, Municipal district (MD)",22453.0,10046.0,12.8,3715.0,14970.0,4210.0,42.5,44.4,40000.0,110000.0,22855.0,585.0,22275.0,3365.0,5660.0,10110.0
4338,Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2022,Total property crime violations [200],,,"East Hants, Municipal district (MD)",22453.0,10046.0,12.8,3715.0,14970.0,4210.0,42.5,44.4,40000.0,110000.0,22855.0,585.0,22275.0,3365.0,5660.0,10110.0
4339,Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2022,Total other Criminal Code violations [300],,,"East Hants, Municipal district (MD)",22453.0,10046.0,12.8,3715.0,14970.0,4210.0,42.5,44.4,40000.0,110000.0,22855.0,585.0,22275.0,3365.0,5660.0,10110.0
4340,Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2022,"Total, all Criminal Code violations (excluding traffic) [50]",,,"Truro, Town (T)",12261.0,6658.0,345.3,1660.0,7855.0,3435.0,46.2,47.6,30000.0,93400.0,12420.0,1285.0,11135.0,2000.0,3320.0,5450.0
4341,Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2022,Total violent Criminal Code violations [100],,,"Truro, Town (T)",12261.0,6658.0,345.3,1660.0,7855.0,3435.0,46.2,47.6,30000.0,93400.0,12420.0,1285.0,11135.0,2000.0,3320.0,5450.0
4342,Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2022,Total property crime violations [200],,,"Truro, Town (T)",12261.0,6658.0,345.3,1660.0,7855.0,3435.0,46.2,47.6,30000.0,93400.0,12420.0,1285.0,11135.0,2000.0,3320.0,5450.0
4343,Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2022,Total other Criminal Code violations [300],,,"Truro, Town (T)",12261.0,6658.0,345.3,1660.0,7855.0,3435.0,46.2,47.6,30000.0,93400.0,12420.0,1285.0,11135.0,2000.0,3320.0,5450.0
4344,Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2022,"Total, all Criminal Code violations (excluding traffic) [50]",364.0,31111.11,"Indian Brook 14, Indian reserve (IRI)",1089.0,1124.0,225.5,580.0,1755.0,405.0,39.0,38.8,26600.0,89200.0,2740.0,30.0,2710.0,470.0,675.0,1020.0
4345,Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2022,Total violent Criminal Code violations [100],114.0,9743.59,"Indian Brook 14, Indian reserve (IRI)",1089.0,1124.0,225.5,580.0,1755.0,405.0,39.0,38.8,26600.0,89200.0,2740.0,30.0,2710.0,470.0,675.0,1020.0
4346,Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2022,Total property crime violations [200],162.0,13846.15,"Indian Brook 14, Indian reserve (IRI)",1089.0,1124.0,225.5,580.0,1755.0,405.0,39.0,38.8,26600.0,89200.0,2740.0,30.0,2710.0,470.0,675.0,1020.0
4347,Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2022,Total other Criminal Code violations [300],88.0,7521.37,"Indian Brook 14, Indian reserve (IRI)",1089.0,1124.0,225.5,580.0,1755.0,405.0,39.0,38.8,26600.0,89200.0,2740.0,30.0,2710.0,470.0,675.0,1020.0
4348,Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2022,"Total, all Criminal Code violations (excluding traffic) [50]",287.0,,"Millbrook 27, Indian reserve (IRI)",860.0,364.0,252.1,205.0,605.0,115.0,37.0,34.8,22000.0,80000.0,870.0,10.0,850.0,185.0,200.0,270.0
4349,Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2022,Total violent Criminal Code violations [100],87.0,,"Millbrook 27, Indian reserve (IRI)",860.0,364.0,252.1,205.0,605.0,115.0,37.0,34.8,22000.0,80000.0,870.0,10.0,850.0,185.0,200.0,270.0
4350,Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2022,Total property crime violations [200],133.0,,"Millbrook 27, Indian reserve (IRI)",860.0,364.0,252.1,205.0,605.0,115.0,37.0,34.8,22000.0,80000.0,870.0,10.0,850.0,185.0,200.0,270.0
4351,Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2022,Total other Criminal Code violations [300],67.0,,"Millbrook 27, Indian reserve (IRI)",860.0,364.0,252.1,205.0,605.0,115.0,37.0,34.8,22000.0,80000.0,870.0,10.0,850.0,185.0,200.0,270.0
4352,Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2022,"Total, all Criminal Code violations (excluding traffic) [50]",0.0,,"Halifax, Regional municipality (RGM)",403131.0,200473.0,80.3,65025.0,298640.0,76150.0,41.3,40.4,37200.0,121700.0,435290.0,72940.0,362350.0,44735.0,93630.0,231985.0
4353,Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2022,Total violent Criminal Code violations [100],0.0,,"Halifax, Regional municipality (RGM)",403131.0,200473.0,80.3,65025.0,298640.0,76150.0,41.3,40.4,37200.0,121700.0,435290.0,72940.0,362350.0,44735.0,93630.0,231985.0
4354,Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2022,Total property crime violations [200],0.0,,"Halifax, Regional municipality (RGM)",403131.0,200473.0,80.3,65025.0,298640.0,76150.0,41.3,40.4,37200.0,121700.0,435290.0,72940.0,362350.0,44735.0,93630.0,231985.0
4355,Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2022,Total other Criminal Code violations [300],0.0,,"Halifax, Regional municipality (RGM)",403131.0,200473.0,80.3,65025.0,298640.0,76150.0,41.3,40.4,37200.0,121700.0,435290.0,72940.0,362350.0,44735.0,93630.0,231985.0
4356,Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2022,"Total, all Criminal Code violations (excluding traffic) [50]",0.0,,"Halifax, Regional municipality (RGM)",403131.0,200473.0,80.3,65025.0,298640.0,76150.0,41.3,40.4,37200.0,121700.0,435290.0,72940.0,362350.0,44735.0,93630.0,231985.0
4357,Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2022,Total violent Criminal Code violations [100],0.0,,"Halifax, Regional municipality (RGM)",403131.0,200473.0,80.3,65025.0,298640.0,76150.0,41.3,40.4,37200.0,121700.0,435290.0,72940.0,362350.0,44735.0,93630.0,231985.0
4358,Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2022,Total property crime violations [200],0.0,,"Halifax, Regional municipality (RGM)",403131.0,200473.0,80.3,65025.0,298640.0,76150.0,41.3,40.4,37200.0,121700.0,435290.0,72940.0,362350.0,44735.0,93630.0,231985.0
4359,Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2022,Total other Criminal Code violations [300],0.0,,"Halifax, Regional municipality (RGM)",403131.0,200473.0,80.3,65025.0,298640.0,76150.0,41.3,40.4,37200.0,121700.0,435290.0,72940.0,362350.0,44735.0,93630.0,231985.0
4360,Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2022,"Total, all Criminal Code violations (excluding traffic) [50]",,,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4361,Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2022,Total violent Criminal Code violations [100],,,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4362,Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2022,Total property crime violations [200],,,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4363,Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2022,Total other Criminal Code violations [300],,,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4364,Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2022,"Total, all Criminal Code violations (excluding traffic) [50]",28.0,,"Annapolis Royal, Town (T)",491.0,364.0,268.3,25.0,235.0,270.0,59.9,65.5,26000.0,94000.0,525.0,15.0,485.0,75.0,125.0,290.0
4365,Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2022,Total violent Criminal Code violations [100],1.0,,"Annapolis Royal, Town (T)",491.0,364.0,268.3,25.0,235.0,270.0,59.9,65.5,26000.0,94000.0,525.0,15.0,485.0,75.0,125.0,290.0
4366,Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2022,Total property crime violations [200],27.0,,"Annapolis Royal, Town (T)",491.0,364.0,268.3,25.0,235.0,270.0,59.9,65.5,26000.0,94000.0,525.0,15.0,485.0,75.0,125.0,290.0
4367,Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2022,Total other Criminal Code violations [300],0.0,,"Annapolis Royal, Town (T)",491.0,364.0,268.3,25.0,235.0,270.0,59.9,65.5,26000.0,94000.0,525.0,15.0,485.0,75.0,125.0,290.0
4368,Nova Scotia [12],45.136499,-62.14238,,,,2023,"Total, all Criminal Code violations (excluding traffic) [50]",62814.0,5933.16,"Wildcat 12, Indian reserve (IRI)",29.0,16.0,10.3,10.0,40.0,5.0,31.6,33.2,,,,0.0,50.0,15.0,10.0,15.0
4369,Nova Scotia [12],45.136499,-62.14238,,,,2023,Total violent Criminal Code violations [100],17067.0,1612.08,"Wildcat 12, Indian reserve (IRI)",29.0,16.0,10.3,10.0,40.0,5.0,31.6,33.2,,,,0.0,50.0,15.0,10.0,15.0
4370,Nova Scotia [12],45.136499,-62.14238,,,,2023,Total property crime violations [200],35786.0,3380.2,"Wildcat 12, Indian reserve (IRI)",29.0,16.0,10.3,10.0,40.0,5.0,31.6,33.2,,,,0.0,50.0,15.0,10.0,15.0
4371,Nova Scotia [12],45.136499,-62.14238,,,,2023,Total other Criminal Code violations [300],9961.0,940.88,"Wildcat 12, Indian reserve (IRI)",29.0,16.0,10.3,10.0,40.0,5.0,31.6,33.2,,,,0.0,50.0,15.0,10.0,15.0
4372,Amherst,45.8344,-64.2123,Nova Scotia,municipal [12001],,2023,"Total, all Criminal Code violations (excluding traffic) [50]",1647.0,16838.77,"Amherst, Town (T)",9413.0,4799.0,779.4,1340.0,5600.0,2460.0,46.2,48.8,29400.0,87000.0,9240.0,465.0,8780.0,1855.0,2555.0,3495.0
4373,Amherst,45.8344,-64.2123,Nova Scotia,municipal [12001],,2023,Total violent Criminal Code violations [100],387.0,3956.65,"Amherst, Town (T)",9413.0,4799.0,779.4,1340.0,5600.0,2460.0,46.2,48.8,29400.0,87000.0,9240.0,465.0,8780.0,1855.0,2555.0,3495.0
4374,Amherst,45.8344,-64.2123,Nova Scotia,municipal [12001],,2023,Total property crime violations [200],973.0,9947.86,"Amherst, Town (T)",9413.0,4799.0,779.4,1340.0,5600.0,2460.0,46.2,48.8,29400.0,87000.0,9240.0,465.0,8780.0,1855.0,2555.0,3495.0
4375,Amherst,45.8344,-64.2123,Nova Scotia,municipal [12001],,2023,Total other Criminal Code violations [300],287.0,2934.26,"Amherst, Town (T)",9413.0,4799.0,779.4,1340.0,5600.0,2460.0,46.2,48.8,29400.0,87000.0,9240.0,465.0,8780.0,1855.0,2555.0,3495.0
4376,Annapolis Royal,44.744,-65.5196,Nova Scotia,municipal [12002],,2023,"Total, all Criminal Code violations (excluding traffic) [50]",47.0,,"Annapolis Royal, Town (T)",491.0,364.0,268.3,25.0,235.0,270.0,59.9,65.5,26000.0,94000.0,525.0,15.0,485.0,75.0,125.0,290.0
4377,Annapolis Royal,44.744,-65.5196,Nova Scotia,municipal [12002],,2023,Total violent Criminal Code violations [100],17.0,,"Annapolis Royal, Town (T)",491.0,364.0,268.3,25.0,235.0,270.0,59.9,65.5,26000.0,94000.0,525.0,15.0,485.0,75.0,125.0,290.0
4378,Annapolis Royal,44.744,-65.5196,Nova Scotia,municipal [12002],,2023,Total property crime violations [200],19.0,,"Annapolis Royal, Town (T)",491.0,364.0,268.3,25.0,235.0,270.0,59.9,65.5,26000.0,94000.0,525.0,15.0,485.0,75.0,125.0,290.0
4379,Annapolis Royal,44.744,-65.5196,Nova Scotia,municipal [12002],,2023,Total other Criminal Code violations [300],11.0,,"Annapolis Royal, Town (T)",491.0,364.0,268.3,25.0,235.0,270.0,59.9,65.5,26000.0,94000.0,525.0,15.0,485.0,75.0,125.0,290.0
4380,Halifax County,44.8857,-63.1005,Nova Scotia,Royal Canadian Mounted Police,rural [12003],2023,"Total, all Criminal Code violations (excluding traffic) [50]",,,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4381,Halifax County,44.8857,-63.1005,Nova Scotia,Royal Canadian Mounted Police,rural [12003],2023,Total violent Criminal Code violations [100],,,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4382,Halifax County,44.8857,-63.1005,Nova Scotia,Royal Canadian Mounted Police,rural [12003],2023,Total property crime violations [200],,,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4383,Halifax County,44.8857,-63.1005,Nova Scotia,Royal Canadian Mounted Police,rural [12003],2023,Total other Criminal Code violations [300],,,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4384,Berwick,45.0455,-64.7361,Nova Scotia,municipal [12004],,2023,"Total, all Criminal Code violations (excluding traffic) [50]",,,"Berwick, Town (T)",2509.0,1080.0,375.8,285.0,1285.0,880.0,51.8,56.8,33600.0,93000.0,2180.0,100.0,2075.0,350.0,510.0,1040.0
4385,Berwick,45.0455,-64.7361,Nova Scotia,municipal [12004],,2023,Total violent Criminal Code violations [100],,,"Berwick, Town (T)",2509.0,1080.0,375.8,285.0,1285.0,880.0,51.8,56.8,33600.0,93000.0,2180.0,100.0,2075.0,350.0,510.0,1040.0
4386,Berwick,45.0455,-64.7361,Nova Scotia,municipal [12004],,2023,Total property crime violations [200],,,"Berwick, Town (T)",2509.0,1080.0,375.8,285.0,1285.0,880.0,51.8,56.8,33600.0,93000.0,2180.0,100.0,2075.0,350.0,510.0,1040.0
4387,Berwick,45.0455,-64.7361,Nova Scotia,municipal [12004],,2023,Total other Criminal Code violations [300],,,"Berwick, Town (T)",2509.0,1080.0,375.8,285.0,1285.0,880.0,51.8,56.8,33600.0,93000.0,2180.0,100.0,2075.0,350.0,510.0,1040.0
4388,Bridgewater,44.3796,-64.5213,Nova Scotia,municipal [12006],,2023,"Total, all Criminal Code violations (excluding traffic) [50]",709.0,7485.22,"Bridgewater, Town (T)",8532.0,4493.0,644.9,1040.0,5120.0,2625.0,48.5,51.6,30400.0,89700.0,8495.0,445.0,8045.0,1400.0,2235.0,3820.0
4389,Bridgewater,44.3796,-64.5213,Nova Scotia,municipal [12006],,2023,Total violent Criminal Code violations [100],194.0,2048.14,"Bridgewater, Town (T)",8532.0,4493.0,644.9,1040.0,5120.0,2625.0,48.5,51.6,30400.0,89700.0,8495.0,445.0,8045.0,1400.0,2235.0,3820.0
4390,Bridgewater,44.3796,-64.5213,Nova Scotia,municipal [12006],,2023,Total property crime violations [200],376.0,3969.59,"Bridgewater, Town (T)",8532.0,4493.0,644.9,1040.0,5120.0,2625.0,48.5,51.6,30400.0,89700.0,8495.0,445.0,8045.0,1400.0,2235.0,3820.0
4391,Bridgewater,44.3796,-64.5213,Nova Scotia,municipal [12006],,2023,Total other Criminal Code violations [300],139.0,1467.48,"Bridgewater, Town (T)",8532.0,4493.0,644.9,1040.0,5120.0,2625.0,48.5,51.6,30400.0,89700.0,8495.0,445.0,8045.0,1400.0,2235.0,3820.0
4392,Eskasoni,45.9485,-60.6012,Nova Scotia,Royal Canadian Mounted Police,rural [12007],2023,"Total, all Criminal Code violations (excluding traffic) [50]",1073.0,27414.41,"Eskasoni 3, Indian reserve (IRI)",3422.0,1138.0,97.7,1080.0,2220.0,225.0,29.2,25.4,20600.0,72000.0,3520.0,10.0,3510.0,910.0,715.0,805.0
4393,Eskasoni,45.9485,-60.6012,Nova Scotia,Royal Canadian Mounted Police,rural [12007],2023,Total violent Criminal Code violations [100],322.0,8226.88,"Eskasoni 3, Indian reserve (IRI)",3422.0,1138.0,97.7,1080.0,2220.0,225.0,29.2,25.4,20600.0,72000.0,3520.0,10.0,3510.0,910.0,715.0,805.0
4394,Eskasoni,45.9485,-60.6012,Nova Scotia,Royal Canadian Mounted Police,rural [12007],2023,Total property crime violations [200],440.0,11241.7,"Eskasoni 3, Indian reserve (IRI)",3422.0,1138.0,97.7,1080.0,2220.0,225.0,29.2,25.4,20600.0,72000.0,3520.0,10.0,3510.0,910.0,715.0,805.0
4395,Eskasoni,45.9485,-60.6012,Nova Scotia,Royal Canadian Mounted Police,rural [12007],2023,Total other Criminal Code violations [300],311.0,7945.84,"Eskasoni 3, Indian reserve (IRI)",3422.0,1138.0,97.7,1080.0,2220.0,225.0,29.2,25.4,20600.0,72000.0,3520.0,10.0,3510.0,910.0,715.0,805.0
4396,Clark's Harbour,43.4478,-65.6386,Nova Scotia,municipal [12008],,2023,"Total, all Criminal Code violations (excluding traffic) [50]",,,"Clark's Harbour, Town (T)",758.0,399.0,257.3,115.0,460.0,150.0,44.9,48.8,32400.0,84000.0,725.0,20.0,705.0,235.0,135.0,230.0
4397,Clark's Harbour,43.4478,-65.6386,Nova Scotia,municipal [12008],,2023,Total violent Criminal Code violations [100],,,"Clark's Harbour, Town (T)",758.0,399.0,257.3,115.0,460.0,150.0,44.9,48.8,32400.0,84000.0,725.0,20.0,705.0,235.0,135.0,230.0
4398,Clark's Harbour,43.4478,-65.6386,Nova Scotia,municipal [12008],,2023,Total property crime violations [200],,,"Clark's Harbour, Town (T)",758.0,399.0,257.3,115.0,460.0,150.0,44.9,48.8,32400.0,84000.0,725.0,20.0,705.0,235.0,135.0,230.0
4399,Clark's Harbour,43.4478,-65.6386,Nova Scotia,municipal [12008],,2023,Total other Criminal Code violations [300],,,"Clark's Harbour, Town (T)",758.0,399.0,257.3,115.0,460.0,150.0,44.9,48.8,32400.0,84000.0,725.0,20.0,705.0,235.0,135.0,230.0
4400,Colchester County,45.3734,-63.1212,Nova Scotia,Royal Canadian Mounted Police,rural [12009],2023,"Total, all Criminal Code violations (excluding traffic) [50]",2010.0,4957.09,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4401,Colchester County,45.3734,-63.1212,Nova Scotia,Royal Canadian Mounted Police,rural [12009],2023,Total violent Criminal Code violations [100],576.0,1420.54,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4402,Colchester County,45.3734,-63.1212,Nova Scotia,Royal Canadian Mounted Police,rural [12009],2023,Total property crime violations [200],1130.0,2786.82,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4403,Colchester County,45.3734,-63.1212,Nova Scotia,Royal Canadian Mounted Police,rural [12009],2023,Total other Criminal Code violations [300],304.0,749.73,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4404,Pictou County,45.5321,-62.6325,Nova Scotia,Royal Canadian Mounted Police,rural [12010],2023,"Total, all Criminal Code violations (excluding traffic) [50]",1175.0,5258.21,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4405,Pictou County,45.5321,-62.6325,Nova Scotia,Royal Canadian Mounted Police,rural [12010],2023,Total violent Criminal Code violations [100],323.0,1445.45,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4406,Pictou County,45.5321,-62.6325,Nova Scotia,Royal Canadian Mounted Police,rural [12010],2023,Total property crime violations [200],686.0,3069.9,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4407,Pictou County,45.5321,-62.6325,Nova Scotia,Royal Canadian Mounted Police,rural [12010],2023,Total other Criminal Code violations [300],166.0,742.86,"Annapolis, Subd. A, Subdivision of county municipality (SC)",5866.0,3435.0,9.8,685.0,3295.0,1995.0,51.3,57.2,27800.0,75400.0,5920.0,155.0,5765.0,1050.0,1385.0,2755.0
4408,Digby,44.6222,-65.7566,Nova Scotia,municipal [12012],,2023,"Total, all Criminal Code violations (excluding traffic) [50]",,,"Digby, Municipal district (MD)",7107.0,4099.0,4.4,905.0,4230.0,2110.0,48.5,53.6,28200.0,77300.0,7235.0,415.0,6815.0,1645.0,1815.0,2820.0
4409,Digby,44.6222,-65.7566,Nova Scotia,municipal [12012],,2023,Total violent Criminal Code violations [100],,,"Digby, Municipal district (MD)",7107.0,4099.0,4.4,905.0,4230.0,2110.0,48.5,53.6,28200.0,77300.0,7235.0,415.0,6815.0,1645.0,1815.0,2820.0
4410,Digby,44.6222,-65.7566,Nova Scotia,municipal [12012],,2023,Total property crime violations [200],,,"Digby, Municipal district (MD)",7107.0,4099.0,4.4,905.0,4230.0,2110.0,48.5,53.6,28200.0,77300.0,7235.0,415.0,6815.0,1645.0,1815.0,2820.0
4411,Digby,44.6222,-65.7566,Nova Scotia,municipal [12012],,2023,Total other Criminal Code violations [300],,,"Digby, Municipal district (MD)",7107.0,4099.0,4.4,905.0,4230.0,2110.0,48.5,53.6,28200.0,77300.0,7235.0,415.0,6815.0,1645.0,1815.0,2820.0
4412,Glace Bay,46.1969,-59.957,Nova Scotia,municipal [12014],,2023,"Total, all Criminal Code violations (excluding traffic) [50]",,,"Mahone Bay, Town (T)",1036.0,599.0,341.4,115.0,515.0,435.0,54.2,60.0,34000.0,103000.0,1010.0,20.0,990.0,95.0,245.0,545.0
