CITY,Latitude,Longitude,PROVINCE,,,YEAR,VIOLATIONS,INCIDENTS,RATES
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2010,Total violent Criminal Code violations [100],180,948.27
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2010,Total property crime violations [200],395,2080.92
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2010,Total other Criminal Code violations [300],73,384.57
Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2010,"Total, all Criminal Code violations (excluding traffic) [50]",311,1979.13
Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2010,Total violent Criminal Code violations [100],80,509.1
Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2010,Total property crime violations [200],200,1272.75
Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2010,Total other Criminal Code violations [300],31,197.28
Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2010,"Total, all Criminal Code violations (excluding traffic) [50]",518,3372.18
Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2010,Total violent Criminal Code violations [100],136,885.36
Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2010,Total property crime violations [200],306,1992.06
Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2010,Total other Criminal Code violations [300],76,494.76
Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2010,"Total, all Criminal Code violations (excluding traffic) [50]",503,10970.56
Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2010,Total violent Criminal Code violations [100],111,2420.94
Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2010,Total property crime violations [200],276,6019.63
Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2010,Total other Criminal Code violations [300],116,2529.99
Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2010,"Total, all Criminal Code violations (excluding traffic) [50]",292,3863.46
Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2010,Total violent Criminal Code violations [100],98,1296.64
Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2010,Total property crime violations [200],168,2222.81
Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2010,Total other Criminal Code violations [300],26,344.01
Stellarton,45.5568,-62.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12770],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Stellarton,45.5568,-62.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12770],2010,Total violent Criminal Code violations [100],,
Stellarton,45.5568,-62.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12770],2010,Total property crime violations [200],,
Stellarton,45.5568,-62.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12770],2010,Total other Criminal Code violations [300],,
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,rural [12775],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,rural [12775],2010,Total violent Criminal Code violations [100],,
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,rural [12775],2010,Total property crime violations [200],,
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,rural [12775],2010,Total other Criminal Code violations [300],,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,municipal [12776],2010,"Total, all Criminal Code violations (excluding traffic) [50]",363,10190.9
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,municipal [12776],2010,Total violent Criminal Code violations [100],80,2245.93
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,municipal [12776],2010,Total property crime violations [200],213,5979.79
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,municipal [12776],2010,Total other Criminal Code violations [300],70,1965.19
Pugwash,45.8507,-63.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12777],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Pugwash,45.8507,-63.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12777],2010,Total violent Criminal Code violations [100],,
Pugwash,45.8507,-63.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12777],2010,Total property crime violations [200],,
Pugwash,45.8507,-63.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12777],2010,Total other Criminal Code violations [300],,
Sherbrooke,45.14021,-61.97991,Nova Scotia,Royal Canadian Mounted Police,rural [12780],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Sherbrooke,45.14021,-61.97991,Nova Scotia,Royal Canadian Mounted Police,rural [12780],2010,Total violent Criminal Code violations [100],,
Sherbrooke,45.14021,-61.97991,Nova Scotia,Royal Canadian Mounted Police,rural [12780],2010,Total property crime violations [200],,
Sherbrooke,45.14021,-61.97991,Nova Scotia,Royal Canadian Mounted Police,rural [12780],2010,Total other Criminal Code violations [300],,
Enfield (East Hants),44.9246,-63.538,Nova Scotia,Royal Canadian Mounted Police,rural [12782],2010,"Total, all Criminal Code violations (excluding traffic) [50]",801,4737.12
Enfield (East Hants),44.9246,-63.538,Nova Scotia,Royal Canadian Mounted Police,rural [12782],2010,Total violent Criminal Code violations [100],155,916.67
Enfield (East Hants),44.9246,-63.538,Nova Scotia,Royal Canadian Mounted Police,rural [12782],2010,Total property crime violations [200],537,3175.82
Enfield (East Hants),44.9246,-63.538,Nova Scotia,Royal Canadian Mounted Police,rural [12782],2010,Total other Criminal Code violations [300],109,644.63
Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2010,Total violent Criminal Code violations [100],,
Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2010,Total property crime violations [200],,
Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2010,Total other Criminal Code violations [300],,
Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2010,Total violent Criminal Code violations [100],,
Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2010,Total property crime violations [200],,
Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2010,Total other Criminal Code violations [300],,
Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2010,Total violent Criminal Code violations [100],,
Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2010,Total property crime violations [200],,
Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2010,Total other Criminal Code violations [300],,
Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2010,"Total, all Criminal Code violations (excluding traffic) [50]",718,9788.68
Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2010,Total violent Criminal Code violations [100],218,2972.05
Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2010,Total property crime violations [200],357,4867.08
Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2010,Total other Criminal Code violations [300],143,1949.56
Chéticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Chéticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2010,Total violent Criminal Code violations [100],,
Chéticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2010,Total property crime violations [200],,
Chéticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2010,Total other Criminal Code violations [300],,
Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2010,Total violent Criminal Code violations [100],,
Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2010,Total property crime violations [200],,
Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2010,Total other Criminal Code violations [300],,
Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2010,"Total, all Criminal Code violations (excluding traffic) [50]",633,4011.41
Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2010,Total violent Criminal Code violations [100],182,1153.36
Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2010,Total property crime violations [200],343,2173.64
Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2010,Total other Criminal Code violations [300],108,684.41
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2010,Total violent Criminal Code violations [100],,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2010,Total property crime violations [200],,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2010,Total other Criminal Code violations [300],,
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2010,"Total, all Criminal Code violations (excluding traffic) [50]",499,14376.26
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2010,Total violent Criminal Code violations [100],110,3169.12
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2010,Total property crime violations [200],303,8729.47
Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2010,Total other Criminal Code violations [300],86,2477.67
St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2010,Total violent Criminal Code violations [100],,
St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2010,Total property crime violations [200],,
St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2010,Total other Criminal Code violations [300],,
Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2010,"Total, all Criminal Code violations (excluding traffic) [50]",254,21434.6
Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2010,Total violent Criminal Code violations [100],54,4556.96
Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2010,Total property crime violations [200],177,14936.71
Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2010,Total other Criminal Code violations [300],23,1940.93
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2010,"Total, all Criminal Code violations (excluding traffic) [50]",967,13804.43
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2010,Total violent Criminal Code violations [100],251,3583.15
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2010,Total property crime violations [200],537,7665.95
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2010,Total other Criminal Code violations [300],179,2555.32
Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2010,Total violent Criminal Code violations [100],,
Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2010,Total property crime violations [200],,
Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2010,Total other Criminal Code violations [300],,
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2010,"Total, all Criminal Code violations (excluding traffic) [50]",254,14514.29
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2010,Total violent Criminal Code violations [100],83,4742.86
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2010,Total property crime violations [200],107,6114.29
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2010,Total other Criminal Code violations [300],64,3657.14
Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2010,Total violent Criminal Code violations [100],,
Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2010,Total property crime violations [200],,
Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2010,Total other Criminal Code violations [300],,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2010,Total violent Criminal Code violations [100],,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2010,Total property crime violations [200],,
Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2010,Total other Criminal Code violations [300],,
Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2010,Total violent Criminal Code violations [100],,
Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2010,Total property crime violations [200],,
Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2010,Total other Criminal Code violations [300],,
Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2010,"Total, all Criminal Code violations (excluding traffic) [50]",,
Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2010,Total violent Criminal Code violations [100],,
Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2010,Total property crime violations [200],,
Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2010,Total other Criminal Code violations [300],,
